epoch,accuracy,loss,val_accuracy,val_loss
0,0.6201543,1.3240495586054752,0.8418568968772888,0.2339308261871338
1,0.91810125,0.25876125402309647,0.9003953337669373,0.440176784992218
2,0.9518618,0.15269502682895897,0.933171808719635,0.009092945605516434
3,0.9651556,0.10779053666285679,0.9403137564659119,1.4662635294371285e-05
4,0.9738587,0.08028009215008149,0.9429919719696045,1.1920928244535389e-07
5,0.9773973,0.06933916635676891,0.951281726360321,0.00010799778101500124
6,0.98182863,0.05638735155425695,0.9488585591316223,5.245195097813848e-06
7,0.98112726,0.05660236752929605,0.930366039276123,0.003919895738363266
8,0.9842196,0.04673093553555956,0.9545976519584656,0.02636895328760147
9,0.987822,0.037986107989979714,0.9486035108566284,0.0009539344464428723
10,0.98645115,0.043157420637535186,0.9511541724205017,0.0005078217945992947
11,0.9889378,0.03374003281090833,0.9543425440788269,0.0
12,0.9897029,0.03446712830046691,0.9591888785362244,0.04832782223820686
13,0.98912907,0.03374036886517657,0.952812135219574,0.29181763529777527
14,0.9889696,0.03323035500096747,0.9545976519584656,3.576278118089249e-07
15,0.9919026,0.02634442297043758,0.9554903507232666,0.0
16,0.98976666,0.032768593393609734,0.961867094039917,0.0006450717919506133
17,0.99043614,0.02951086821862262,0.956893265247345,0.0
18,0.9909143,0.028617975472645118,0.9596990346908569,0.0
19,0.9925083,0.024814964431627774,0.9557454586029053,5.960462772236497e-07
